status,private pool,propertyType,street,baths,homeFacts,fireplace,city,schools,sqft,zipcode,beds,state,stories,mls-id,PrivatePool,MlsId,target
for sale,,mobile/manufactured,26821 Sammoset Way,2 Baths,"{'atAGlanceFacts': [{'factValue': '1994', 'factLabel': 'Year built'}, {'factValue': '1995', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '5,009 sqft', 'factLabel': 'lotsize'}, {'factValue': '$126/sqft', 'factLabel': 'Price/sqft'}]}",,Bonita Springs,"[{'rating': ['3/10', '8/10', '4/10', '5/10', '6/10', '5/10', '8/10', '4/10', '7/10', '5/10', '8/10', '4/10', '7/10', '3/10', '6/10', '5/10', '5/10', '4/10', '6/10', '5/10', '8/10', '2/10', '6/10', '7/10'], 'data': {'Distance': ['13.52mi', '10.48mi', '17.57mi', '12.86mi', '0.23mi', '19.24mi', '1.24mi', '14.98mi', '15.24mi', '17.36mi', '20.27mi', '20.09mi', '19.98mi', '19.22mi', '14.62mi', '18.3mi', '15.88mi', '9.62mi', '1.68mi', '5.07mi', '7.33mi', '18.17mi', '8.51mi', '6.44mi'], 'Grades': ['9-12', 'PK-5', 'PK-5', '6-8', '6-8', 'PK-5', 'PK-5', '9-12', '6-8', '6-8', 'PK-5', 'PK-5', '9-12', '6-8', 'PK-5', 'PK-5', 'PK-5', 'PK-5', 'PK-5', '9-12', 'PK-5', 'PK-5', '6-8', 'PK-5']}, 'name': ['South Fort Myers High School', 'Rayma C. Page Elementary School', 'Ray V. Pottorf Elementary School', 'Lexington Middle School', 'Bonita Springs Middle Center For The Arts', 'Allen Park Elementary School', 'Bonita Springs Elementary School', 'Cypress Lake High School', 'Cypress Lake Middle School', 'Paul Laurence Dunbar Middle School', 'Edison Park Creative And Expressive Arts School', 'Franklin Park Elementary School', 'Fort Myers High School', 'Fort Myers Middle Academy', 'Heights Elementary School', 'Orangewood Elementary School', 'Villas Elementary School', 'San Carlos Park Elementary School', 'Spring Creek Elementary School', 'Estero High School', 'Three Oaks Elementary School', 'Colonial Elementary School', 'Three Oaks Middle School', 'Pinewoods Elementary School']}]","1,468 sqft",34135,2 Beds,FL,1.0,,,219076438,"$185,000"
for sale,,single-family home,1112 Junia Ave,,"{'atAGlanceFacts': [{'factValue': '1939', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Baseboard', 'factLabel': 'Heating'}, {'factValue': 'None', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '5,227 sqft', 'factLabel': 'lotsize'}, {'factValue': '$61/sqft', 'factLabel': 'Price/sqft'}]}",,Winston Salem,"[{'rating': ['2/10', '4/10', '1/10'], 'data': {'Distance': ['0.16mi', '5.76mi', '2.06mi'], 'Grades': ['PK-5', '9-12', '6-8']}, 'name': ['Forest Park Elementary', 'R B Glenn High', 'Philo Middle']}]",742 sqft,27107,,NC,1.0,,,960473,"$44,900"
Active,,Land,SW 48th Ct Unit 3,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '10019', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Ocala,"[{'rating': ['1', '4', '3', '2', '5', '4'], 'data': {'Distance': ['1.1 mi', '1.3 mi', '13.6 mi', '0.9 mi', '4.5 mi', '7.7 mi'], 'Grades': ['K–4', '5–8', '9–12', 'PK–5', '6–8', '9–12']}, 'name': ['Sunrise Elementary School', 'Horizon Academy At Marion Oaks School', 'Dunnellon High School', 'Marion Oaks Elementary School', 'Liberty Middle School', 'Belleview High School']}]",0,34473,,FL,,,,559810,"$7,977"
for sale,,single-family home,402 Peregrine Hill Cir,3 Baths,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Gas', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '7405 sqft', 'factLabel': 'lotsize'}, {'factValue': '$183/sqft', 'factLabel': 'Price/sqft'}]}",yes,Midland,"[{'rating': ['2/10', '3/10', '3/10', '5/10', '5/10'], 'data': {'Distance': ['12.28mi', '12.28mi', '12.28mi', '12.28mi', '12.28mi'], 'Grades': ['6-8', '9-12', '9-12', 'K-5', 'K-5']}, 'name': ['John B Hood', 'Odessa High School', 'Permian High School', 'Lee Buice Elementary School', 'Lee Buice Elementary School']}]","2,455 sqft",79707,4 Beds,TX,1.0,,,50026391,"$448,225"
for sale,,single-family home,860 Westmont Rd SW,4 Baths,"{'atAGlanceFacts': [{'factValue': '1930', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Detached Garage', 'factLabel': 'Parking'}, {'factValue': '7,841 sqft', 'factLabel': 'lotsize'}, {'factValue': '$163/sqft', 'factLabel': 'Price/sqft'}]}",yes,Atlanta,"[{'rating': ['None/10', '2/10', '3/10'], 'data': {'Distance': ['0.22mi', '0.95mi', '1.78mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Connally Elementary School', 'Brown Middle School', 'Booker T. Washington High School']}]","2,144 sqft",30311,4 Beds,GA,2.0,,,8686186,"$349,900"
New construction,,Condo,1010 Brickell Ave UNIT 4404,3,"{'atAGlanceFacts': [{'factValue': '2017', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': '$634', 'factLabel': 'Price/sqft'}]}",,Miami,"[{'rating': ['10/10', '2/10'], 'data': {'Distance': ['20.2 mi', '1.6 mi'], 'Grades': ['PK-8', '9-12']}, 'name': ['Air Base Elementary School', 'Booker T. Washington Senior High School']}]","1,325",33131,2,FL,,,,A10780303,"$840,000"
for sale,,single-family home,Plan 1484 in Copper Creek,2 Baths,"{'atAGlanceFacts': [{'factValue': '2018', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '10,337 sqft', 'factLabel': 'lotsize'}, {'factValue': '$159/sqft', 'factLabel': 'Price/sqft'}]}",,Fort Worth,"[{'rating': ['6/10', '5/10', '5/10'], 'data': {'Distance': ['2.07mi', '1.01mi', '1.03mi'], 'Grades': ['9-12', 'PK-5', '6-8']}, 'name': ['Saginaw High School', 'Comanche Springs Elementary School', 'Prairie Vista']}]","1,484 sqft",76131,3 Beds,TX,1.0,,yes,,"$235,990+"
for sale,,single-family home,2950 Spencer Ridge Ln,4 Baths,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$112/sqft', 'factLabel': 'Price/sqft'}]}",,Knoxville,"[{'rating': ['7/10', '7/10'], 'data': {'Distance': ['1.84mi', '2.08mi'], 'Grades': ['9-12', 'K-5']}, 'name': ['Hardin Valley Academy', 'Hardin Valley Elementary School']}]","3,084 sqft",37931,4 Beds,TN,,,,1097485,"$346,900"
for sale,,lot/land,3047 Welton St,,"{'atAGlanceFacts': [{'factValue': '1887', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '3,790 sqft', 'factLabel': 'lotsize'}, {'factValue': '$640/sqft', 'factLabel': 'Price/sqft'}]}",,Denver,"[{'rating': ['3/10', '3/10'], 'data': {'Distance': ['0.34mi', '1.57mi'], 'Grades': ['9-12', '6-12']}, 'name': ['Manual High School', 'Bruce Randolph School']}]",936 sqft,80205,3 Beds,CO,,,,7039268,"$599,000"
for sale,,single-family home,1466 Fairmont Ave NW,4 Baths,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$225/sqft', 'factLabel': 'Price/sqft'}]}",,Atlanta,"[{'rating': ['6/10', '7/10', '6/10'], 'data': {'Distance': ['5.17mi', '2.57mi', '2.79mi'], 'Grades': ['10-12', 'PK-5', '6-8']}, 'name': ['North Atlanta High School', 'Rivers Elementary School', 'Sutton Middle School']}]","3,040 sqft",30318,3 Beds,GA,3.0,,,6620254,"$683,349"
for sale,,multi-family,93 Chestnut St,3 Baths,"{'atAGlanceFacts': [{'factValue': '1901', 'factLabel': 'Year built'}, {'factValue': '1901', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '3049 sqft', 'factLabel': 'lotsize'}, {'factValue': '$371/sqft', 'factLabel': 'Price/sqft'}]}",,Brooklyn,"[{'rating': ['4/10'], 'data': {'Distance': ['0.33mi'], 'Grades': ['6-8']}, 'name': ['Is 171 Abraham Lincoln']}]","2,152 sqft",11208,5 Beds,NY,2.0,,,,"$799,000"
For sale,,Single Family,627 Huntington Rd,-- baths,"{'atAGlanceFacts': [{'factValue': '2015', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '6,969 sqft lot', 'factLabel': 'lotsize'}, {'factValue': '$172', 'factLabel': 'Price/sqft'}]}",,Grand Junction,"[{'rating': ['3/10', '3/10', '5/10'], 'data': {'Distance': ['0.4 mi', '2.1 mi', '0.7 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Thunder Mountain Elementary School', 'Bookcliff Middle School', 'Central High School']}]","Total interior livable area: 1,683 sqft",81504,3 bd,CO,1.0,20195013,,,"$290,000"
Active,,,4074-86 Haverford Ave ,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '—', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Philadelphia,"[{'rating': ['1', 'NR', 'NR', 'NR', '2'], 'data': {'Distance': ['0.4 mi', '0.2 mi', '0.2 mi', '0.2 mi', '0.8 mi'], 'Grades': ['K to 8', '1 to 10', 'Preschool to 8', 'Preschool to 8', '9 to 12']}, 'name': ['Locke Alain School', 'Greater Love Christian Academy', 'Our Mother of Sorrows/st Ignatius Schools', 'St Ignatius of Loyola', 'West Philadelphia High School']}]",,19104,,PA,,,,PAPH846596,"3,800,000"
Active,,One Story,2530 SW 34th Ave ,,"{'atAGlanceFacts': [{'factValue': '1938', 'factLabel': 'Year built'}, {'factValue': '1938', 'factLabel': 'Remodeled year'}, {'factValue': 'Central Air', 'factLabel': 'Heating'}, {'factValue': 'Has Cooling', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '5,400 Sq. Ft.', 'factLabel': 'lotsize'}, {'factValue': '$425 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,Miami,"[{'rating': ['7', 'NR', '10', '5', '5'], 'data': {'Distance': ['1.3 mi', '13.3 mi', '1.3 mi', '2.4 mi', '1.1 mi'], 'Grades': ['Preschool to 5', 'K to 9', '6 to 8', '6 to 8', '9 to 12']}, 'name': ['Frances S. Tucker Elementary School', 'Robert Morgan Voc-Tech Institute', 'George Washington Carver Middle School', 'Ponce de Leon Middle School', 'Coral Gables Senior High School']}]","1,164",33133,,FL,,,,A10784999,"495,000"
Active,,Single Family Home,4301 Creek Bank Dr,2,"{'atAGlanceFacts': [{'factValue': '2020', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Central, Electric', 'factLabel': 'Heating'}, {'factValue': 'Central Air', 'factLabel': 'Cooling'}, {'factValue': 'Driveway, Garage Door Opener', 'factLabel': 'Parking'}, {'factValue': '5750', 'factLabel': 'lotsize'}, {'factValue': '$175', 'factLabel': 'Price/sqft'}]}",,Kissimmee,"[{'rating': ['5', '5', '4', 'NR', 'NR', 'NR', 'NR', 'NR'], 'data': {'Distance': ['0.8 mi', '1.1 mi', '0.7 mi', '0.5 mi', '0.3 mi', '0.8 mi', '0.9 mi', '1.0 mi'], 'Grades': ['PK–5', '6–8', '9–12', 'PK–8', '6–12', 'PK–8', 'PK–12']}, 'name': ['Cypress Elementary School', 'Denn John Middle School', 'Gateway High School', 'Lincoln-Marti Charter Schools(Osceola Campus)', 'Osceola Virtual Instruction (Course Offerings) School', 'Adult Learning Center Osceola School', 'Osceola Adventist Christian Private School', 'Hope Christian Academy Private School']}]",1516,34744,3,FL,1,,,W7816995,"$264,990"
for sale,,single-family home,2004 Bay Dr,6 Baths,"{'atAGlanceFacts': [{'factValue': '2018', 'factLabel': 'Year built'}, {'factValue': '2017', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '9,619 sqft', 'factLabel': 'lotsize'}, {'factValue': '$1,643/sqft', 'factLabel': 'Price/sqft'}]}",yes,Pompano Beach,"[{'rating': ['3/10', '3/10', '4/10'], 'data': {'Distance': ['1.87mi', '2.41mi', '3.43mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Cresthaven Elementary School', 'Crystal Lake Community Middle School', 'Deerfield Beach High School']}]","6,084 sqft",33062,5 Beds,FL,3.0,,yes,F10043525,"$9,995,000"
Under Contract,,Single Family Home,333 S Parfet St,1,"{'atAGlanceFacts': [{'factValue': '1948', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Evaporative Cooler (Swamp)', 'factLabel': 'Cooling'}, {'factValue': '4', 'factLabel': 'Parking'}, {'factValue': '10836', 'factLabel': 'lotsize'}, {'factValue': '$296', 'factLabel': 'Price/sqft'}]}",,Lakewood,"[{'rating': ['4', '3', '7', '5', '5', '1', 'NR', 'NR'], 'data': {'Distance': ['0.2 mi', '0.9 mi', '1.5 mi', '0.9 mi', '0.7 mi', '1.0 mi', '0.7 mi', '0.7 mi'], 'Grades': ['K–6', '7–8', '9–12', 'K–6', '6–12', 'PK–12', '6–12', 'PK–12']}, 'name': ['Glennon Heights Elementary School', 'Creighton Middle School', 'Lakewood High School', 'Green Mountain Elementary School', 'Addenbrooke Classical Academy School', 'Miller Special Education School', 'Green Mountain Christian Academy Private School', 'Augustine Classical Academy Private School']}]",1178,80226,3.0,CO,Ranch/1 Story,,,7113124,"$349,000"
Active,,"Detached, One Story",1817 Harbor Pointe Cir ,,"{'atAGlanceFacts': [{'factValue': '2001', 'factLabel': 'Year built'}, {'factValue': '2002', 'factLabel': 'Remodeled year'}, {'factValue': 'Central Air, Ceiling Fan(s)', 'factLabel': 'Heating'}, {'factValue': 'Has Cooling', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '0.29 Acres', 'factLabel': 'lotsize'}, {'factValue': '$315 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,Weston,"[{'rating': ['10', '10', '9'], 'data': {'Distance': ['1.5 mi', '3.1 mi', '3.0 mi'], 'Grades': ['Preschool to 5', '6 to 8', '9 to 12']}, 'name': ['Gator Run Elementary School', 'Falcon Cove Middle School', 'Cypress Bay High School']}]","2,587",33327,,FL,,,,A10777479,"815,000"
for sale,,single-family home,5117 Stansbury Dr,3 Baths,"{'atAGlanceFacts': [{'factValue': '1980', 'factLabel': 'Year built'}, {'factValue': '1988', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '0.36 acres', 'factLabel': 'lotsize'}, {'factValue': '$118/sqft', 'factLabel': 'Price/sqft'}]}",yes,Solon,"[{'rating': ['9/10', '10/10', '9/10', '10/10'], 'data': {'Distance': ['6.87mi', '0.69mi', '3.28mi', '3.04mi'], 'Grades': ['7-8', 'K-4', '5-6', '9-12']}, 'name': ['Solon Middle School', 'Dorothy E Lewis Elementary School', 'Orchard Middle School', 'Solon High School']}]","2,892 sqft",44139,3 Beds,OH,2.0,,,4131191,"$339,900"
for sale,,single-family home,14641 Hawthorne Ave,2 Baths,"{'atAGlanceFacts': [{'factValue': '1920', 'factLabel': 'Year built'}, {'factValue': '1920', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '4,442 sqft', 'factLabel': 'lotsize'}, {'factValue': '$799/sqft', 'factLabel': 'Price/sqft'}]}",,Flushing,"[{'rating': ['7/10', '8/10', '9/10'], 'data': {'Distance': ['1.48mi', '0.5mi', '0.25mi'], 'Grades': ['9-12', '6-8', 'K-5']}, 'name': ['Francis Lewis High School', 'Is 237', 'Ps 24 Andrew Jackson']}]","1,250 sqft",11355,3 Beds,NY,,,,3178208,"$999,000"
Active,,,MLS #: DEGI3991111,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '—', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,New York,"[{'rating': ['9', '9', '8', '8', '8'], 'data': {'Distance': ['0.1 mi', '0.4 mi', '1.0 mi', '0.4 mi', '0.4 mi'], 'Grades': ['Preschool to 5', '6 to 8', '6 to 8', '6 to 11', '9 to 12']}, 'name': ['P.S. 41 Greenwich Village', 'Nyc Lab Middle School For Collaborative Studies', 'Junior High School 104 Simon Baruch', 'Middle School 260 Clinton School Writers And Artists', 'Nyc Lab High School For Collaborative Studies']}]",,10014,,NY,,,,DEGI3991111,"17,999,000"
for sale,,condo,1080 Brickell Ave #1805,,"{'atAGlanceFacts': [{'factValue': '2016', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$552/sqft', 'factLabel': 'Price/sqft'}]}",,Miami,"[{'rating': ['4/10', '8/10', '10/10', '2/10', 'None/10'], 'data': {'Distance': ['2.25mi', '0.13mi', '21.36mi', '1.76mi', '16.69mi'], 'Grades': ['6-8', 'PK-5', 'PK-8', '9-12', 'K-9']}, 'name': ['Shenandoah Middle School', 'Southside Elementary School', 'Air Base Elementary School', 'Booker T. Washington Senior High School', 'Robert Morgan Voc-Tech Institute']}]",507 sqft,33131,,FL,,,,A10617904,"$280,000"
for rent,,single-family home,1485 Hardin Ave,2.5 Baths,"{'atAGlanceFacts': [{'factValue': '1949', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,College Park,"[{'rating': ['1/10', '3/10', '2/10'], 'data': {'Distance': ['2.53mi', '1.42mi', '1.66mi'], 'Grades': ['6-8', 'PK-5', '9-12']}, 'name': ['Paul D. West Middle School', 'Parklane Elementary School', 'Tri-Cities High School']}]","2,300 sqft",30337,4 Beds,GA,,,,6611527,"$2,750/mo"
for sale,,lot/land,2317 N 20th St,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '1,039 sqft', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Philadelphia,"[{'rating': ['2/10', '1/10'], 'data': {'Distance': ['0.52mi', '1.0mi'], 'Grades': ['K-8', '9-12']}, 'name': ['Dick William School', 'Strawberry Mansion High School']}]",,19132,,PA,,,,1000361300,"$30,900"
,,Single Family,2104 Bella Amanecer Ln,4,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'Gas', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': 'No Data', 'factLabel': 'lotsize'}, {'factValue': '$170', 'factLabel': 'Price/sqft'}]}",,Houston,"[{'rating': ['7/10', '3/10', '8/10'], 'data': {'Distance': ['0.3 mi', '1 mi', '2.3 mi'], 'Grades': ['PK-5', '5-8', '9-12']}, 'name': ['Valley Oaks Elementary School', 'Landrum Middle School', 'Memorial High School']}]","1,989",77055,3,TX,3.0,,,30466869,"$339,000"
for sale,,condo,525 S West St #309,,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$479/sqft', 'factLabel': 'Price/sqft'}]}",,Raleigh,"[{'rating': ['8/10', '7/10', '6/10', '6/10', '3/10'], 'data': {'Distance': ['12.57mi', '11.4mi', '2.76mi', '1.15mi', '0.82mi'], 'Grades': ['9-12', '6-8', '6-8', '9-12', 'K-5']}, 'name': ['Green Hope High', 'Salem Middle', 'Daniels Middle', 'Needham Broughton High', 'Wiley Elementary']}]",910 sqft,27601,,NC,,,,2232745,"$435,750"
P,,Single Family Home,5412 6th Ave NW,3,"{'atAGlanceFacts': [{'factValue': '2009', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '1307', 'factLabel': 'lotsize'}, {'factValue': '$386', 'factLabel': 'Price/sqft'}]}",,Seattle,"[{'rating': ['8', '8', '9', '8', '8', 'NR', 'NR', 'NR'], 'data': {'Distance': ['0.1 mi', '1.4 mi', '0.8 mi', '1.0 mi', '1.5 mi', '2.0 mi', '0.5 mi', '0.6 mi'], 'Grades': ['K–5', '6–8', '9–12', 'K–8', 'K–12', 'PK–12', 'PK–6', 'PK–6']}, 'name': ['West Woodland Elementary School', 'Hamilton International Middle School', 'Ballard High School', 'Salmon Bay School', 'Home School Resource Center', 'Residential Consortium School', 'Northwest Montessori Private School', 'Northwest Montessori Private School Woodland Park Campus']}]",2330,98107,3,WA,,,,1477946,"$899,000"
for sale,,single-family home,3608 Trask St,,"{'atAGlanceFacts': [{'factValue': '1926', 'factLabel': 'Year built'}, {'factValue': '1970', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '6,555 sqft', 'factLabel': 'lotsize'}, {'factValue': '$139/sqft', 'factLabel': 'Price/sqft'}]}",yes,Jacksonville,"[{'rating': ['3/10', '4/10', '5/10'], 'data': {'Distance': ['2.49mi', '0.76mi', '0.24mi'], 'Grades': ['6-8', '9-12', 'PK-5']}, 'name': ['Lake Shore Middle School', 'Robert E. Lee High School', 'Ruth N. Upson Elementary School']}]","1,404 sqft",32205,2 Beds,FL,1.0,,,1024443,"$195,000"
